ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",_wp_page_template,country_region,health_authority,date,product_type,domain,url,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2675,"Submission of Premarket Notifications for Magnetic Resonance Diagnostic Devices",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/submission-of-premarket-notifications-for-magnetic-resonance-diagnostic-devices/,,,,,,,,default,USA,"Food and Drug Administration",20231010,"Medical Device",Regulatory,https://www.fda.gov/media/92921/download,publish,1,sagefrog,jillf@sagefrog.com,,,submission-of-premarket-notifications-for-magnetic-resonance-diagnostic-devices,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2676,"Recognized Consensus Standards: Medical Devices ANSI AAMI SW96:2023",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/recognized-consensus-standards-medical-devices-ansi-aami-sw962023/,,,,,,,,default,USA,"Food and Drug Administration",20231009,"Medical Device",Regulatory,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfstandards/detail.cfm?standard__identification_no=44689,publish,1,sagefrog,jillf@sagefrog.com,,,recognized-consensus-standards-medical-devices-ansi-aami-sw962023,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2677,"Recognized Consensus Standards: Medical Devices – ANSI AAMI 2700-2-1:2022",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/recognized-consensus-standards-medical-devices-ansi-aami-2700-2-12022/,,,,,,,,default,USA,"Food and Drug Administration",20231009,"Medical Device",Regulatory,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfstandards/detail.cfm?standard__identification_no=44691,publish,1,sagefrog,jillf@sagefrog.com,,,recognized-consensus-standards-medical-devices-ansi-aami-2700-2-12022,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2678,"Recognized Consensus Standards: Medical Devices – ISO IEC IEEE 29119-1 Second edition 2022-01 Software and systems engineering – Software testing – Part 1: General concepts",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/recognized-consensus-standards-medical-devices-iso-iec-ieee-29119-1-second-edition-2022-01-software-and-systems-engineering-software-testing-part-1-general-concepts/,,,,,,,,default,USA,"Food and Drug Administration",20231009,"Medical Device",Regulatory,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfstandards/detail.cfm?standard__identification_no=44690,publish,1,sagefrog,jillf@sagefrog.com,,,recognized-consensus-standards-medical-devices-iso-iec-ieee-29119-1-second-edition-2022-01-software-and-systems-engineering-software-testing-part-1-general-concepts,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2679,"Pharmacopoeial Discussion Group welcomes Indian Pharmacopoeia Commission as a member, facilitating reach and enhancing impact of pharmacopoeial standards harmonisation",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/pharmacopoeial-discussion-group-welcomes-indian-pharmacopoeia-commission-as-a-member-facilitating-reach-and-enhancing-impact-of-pharmacopoeial-standards-harmonisation/,,,,,,,,default,Europe,"European Commission",20231005,Drug,Regulatory,https://www.edqm.eu/en/-/pharmacopoeial-discussion-group-welcomes-indian-pharmacopoeia-commission-as-a-member-facilitating-reach-and-enhancing-impact-of-pharmacopoeial-standards-harmonisation,publish,1,sagefrog,jillf@sagefrog.com,,,pharmacopoeial-discussion-group-welcomes-indian-pharmacopoeia-commission-as-a-member-facilitating-reach-and-enhancing-impact-of-pharmacopoeial-standards-harmonisation,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2680,"Revised CTIS Transparency Rules",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/revised-ctis-transparency-rules/,,,,,,,,default,Europe,"European Medicines Agency",20231005,Drug,Clinical,https://www.ema.europa.eu/en/documents/other/revised-ctis-transparency-rules_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,revised-ctis-transparency-rules,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2681,"Refusals and Appeals Under Scientific Animal Protection Legislation",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/refusals-and-appeals-under-scientific-animal-protection-legislation/,,,,,,,,default,Ireland,"Health Products Regulatory Authority",20231005,Drug,Clinical,https://www.hpra.ie/docs/default-source/publications-forms/guidance-documents/aut-g0122-guide-to-refusals-and-appeals-under-scientific-animal-protection-legislation-v3.pdf?sfvrsn=15,publish,1,sagefrog,jillf@sagefrog.com,,,refusals-and-appeals-under-scientific-animal-protection-legislation,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2682,"Filing Review of Abbreviated New Drug Applications",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/filing-review-of-abbreviated-new-drug-applications/,,,,,,,,default,USA,"Food and Drug Administration",20231003,Drug,Regulatory,https://www.fda.gov/media/144976/download,publish,1,sagefrog,jillf@sagefrog.com,,,filing-review-of-abbreviated-new-drug-applications,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2683,"Guidance on the Implementation of Good Manufacturing Practice (GMP) Evidence for Drug Substance (DS) Manufacturers – Q&A",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/guidance-on-the-implementation-of-good-manufacturing-practice-gmp-evidence-for-drug-substance-ds-manufacturers-qa/,,,,,,,,default,Singapore,"Health Sciences Authority",20231002,Drug,Regulatory,,publish,1,sagefrog,jillf@sagefrog.com,,,guidance-on-the-implementation-of-good-manufacturing-practice-gmp-evidence-for-drug-substance-ds-manufacturers-qa,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2684,"Topical Dermatologic Corticosteroids: In Vivo Bioequivalence Guidance for Industry (draft guidance)",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/topical-dermatologic-corticosteroids-in-vivo-bioequivalence-guidance-for-industry-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Clinical,https://www.fda.gov/media/162457/download,publish,1,sagefrog,jillf@sagefrog.com,,,topical-dermatologic-corticosteroids-in-vivo-bioequivalence-guidance-for-industry-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2685,"Remote Interactive Evaluations of Drug Manufacturing and Bioresearch Monitoring Facilities (draft guidance)",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/remote-interactive-evaluations-of-drug-manufacturing-and-bioresearch-monitoring-facilities-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Regulatory,https://www.fda.gov/media/173286/download,publish,1,sagefrog,jillf@sagefrog.com,,,remote-interactive-evaluations-of-drug-manufacturing-and-bioresearch-monitoring-facilities-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2686,"Policy for Testing of Alcohol (Ethanol) and Isopropyl Alcohol for Methanol",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/policy-for-testing-of-alcohol-ethanol-and-isopropyl-alcohol-for-methanol/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Regulatory,https://www.fda.gov/media/173005/download,publish,1,sagefrog,jillf@sagefrog.com,,,policy-for-testing-of-alcohol-ethanol-and-isopropyl-alcohol-for-methanol,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2687,"Diabetic Foot Infections: Developing Drugs for Treatment (draft guidance)",,,"2024-06-27 16:11:52",regulatory,https://clinch.loc/regulatory/diabetic-foot-infections-developing-drugs-for-treatment-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Clinical,https://www.fda.gov/media/173006/download,publish,1,sagefrog,jillf@sagefrog.com,,,diabetic-foot-infections-developing-drugs-for-treatment-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:52"
2688,"Guidelines for the Use of Doxycycline Post-Exposure Prophylaxis for Bacterial Sexually Transmitted Infection (STI) Prevention; Request for Comment and Informational Presentation",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/guidelines-for-the-use-of-doxycycline-post-exposure-prophylaxis-for-bacterial-sexually-transmitted-infection-sti-prevention-request-for-comment-and-informational-presentation/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Clinical,https://www.federalregister.gov/documents/2023/10/02/2023-21725/guidelines-for-the-use-of-doxycycline-post-exposure-prophylaxis-for-bacterial-sexually-transmitted,publish,1,sagefrog,jillf@sagefrog.com,,,guidelines-for-the-use-of-doxycycline-post-exposure-prophylaxis-for-bacterial-sexually-transmitted-infection-sti-prevention-request-for-comment-and-informational-presentation,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2689,"Stimulant Use Disorders: Developing Drugs for Treatment (draft guidance)",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/stimulant-use-disorders-developing-drugs-for-treatment-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Clinical,https://www.fda.gov/media/172703/download,publish,1,sagefrog,jillf@sagefrog.com,,,stimulant-use-disorders-developing-drugs-for-treatment-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2690,"Human Prescription Drug and Biological Products — Labeling for Dosing Based on Weight or Body Surface Area for Readyto-Use Containers — “Dose Banding”",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/human-prescription-drug-and-biological-products-labeling-for-dosing-based-on-weight-or-body-surface-area-for-readyto-use-containers-dose-banding/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Labeling,https://www.fda.gov/media/172571/download,publish,1,sagefrog,jillf@sagefrog.com,,,human-prescription-drug-and-biological-products-labeling-for-dosing-based-on-weight-or-body-surface-area-for-readyto-use-containers-dose-banding,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2691,"Voluntary Consensus Standards Recognition Program for Regenerative Medicine Therapies",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/voluntary-consensus-standards-recognition-program-for-regenerative-medicine-therapies/,,,,,,,,default,USA,"Food and Drug Administration",20231002,Drug,Regulatory,https://www.fda.gov/media/159237/download,publish,1,sagefrog,jillf@sagefrog.com,,,voluntary-consensus-standards-recognition-program-for-regenerative-medicine-therapies,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2692,"Medical Device Software (MDSW) – Hardware combinations Guidance on MDSW intended to work in combination with hardware or hardware components",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/medical-device-software-mdsw-hardware-combinations-guidance-on-mdsw-intended-to-work-in-combination-with-hardware-or-hardware-components/,,,,,,,,default,Europe,"European Commission",20231001,"Medical Device",Regulatory,https://health.ec.europa.eu/system/files/2023-10/md_mdcg_2023-4_software_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,medical-device-software-mdsw-hardware-combinations-guidance-on-mdsw-intended-to-work-in-combination-with-hardware-or-hardware-components,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2693,"Nitrosamine impurities",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/nitrosamine-impurities/,,,,,,,,default,Europe,"European Medicines Agency",20231001,Drug,Safety,https://www.ema.europa.eu/en/human-regulatory-overview/post-authorisation/pharmacovigilance-post-authorisation/referral-procedures-human-medicines/nitrosamine-impurities,publish,1,sagefrog,jillf@sagefrog.com,,,nitrosamine-impurities,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2694,"FAQs on Electronic Study Data Submission",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/faqs-on-electronic-study-data-submission/,,,,,,,,default,Japan,"Pharmaceuticals and Medical Devices Agency",20231001,Drug,Regulatory,https://www.pmda.go.jp/files/000264582.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,faqs-on-electronic-study-data-submission,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2695,"New drug review with electronic data",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/new-drug-review-with-electronic-data/,,,,,,,,default,Japan,"Pharmaceuticals and Medical Devices Agency",20231001,Drug,Regulatory,https://www.pmda.go.jp/english/review-services/reviews/0002.html,publish,1,sagefrog,jillf@sagefrog.com,,,new-drug-review-with-electronic-data,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2696,"IMDRF Standard Operating Procedures – Edition 10",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/imdrf-standard-operating-procedures-edition-10/,,,,,,,,default,International,"International Medical Device Regulators Forum",20230930,"Medical Device",Regulatory,https://www.imdrf.org/sites/default/files/2023-10/IMDRF%20Standard%20Operating%20Procedures%20ext_2023%20%28N2%20Edition%2010%29_0.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,imdrf-standard-operating-procedures-edition-10,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2697,"Technical Considerations for Medical Devices with Physiologic Closed-Loop Control Technology",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/technical-considerations-for-medical-devices-with-physiologic-closed-loop-control-technology/,,,,,,,,default,USA,"Food and Drug Administration",20230929,"Medical Device",Regulatory,https://www.fda.gov/media/154994/download,publish,1,sagefrog,jillf@sagefrog.com,,,technical-considerations-for-medical-devices-with-physiologic-closed-loop-control-technology,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2698,"Electronic Submission Template for Medical Device De Novo Requests",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/electronic-submission-template-for-medical-device-de-novo-requests/,,,,,,,,default,USA,"Food and Drug Administration",20230929,"Medical Device",Publishing,https://www.fda.gov/media/172450/download,publish,1,sagefrog,jillf@sagefrog.com,,,electronic-submission-template-for-medical-device-de-novo-requests,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2699,"Antimicrobial Susceptibility Test (AST) System Devices – Updating Breakpoints in Device Labeling",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/antimicrobial-susceptibility-test-ast-system-devices-updating-breakpoints-in-device-labeling/,,,,,,,,default,USA,"Food and Drug Administration",20230929,"Medical Device",Labeling,https://www.fda.gov/media/172463/download,publish,1,sagefrog,jillf@sagefrog.com,,,antimicrobial-susceptibility-test-ast-system-devices-updating-breakpoints-in-device-labeling,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2700,"Cybersecurity in Medical Devices: Quality System Considerations and Content of Premarket Submissions",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/cybersecurity-in-medical-devices-quality-system-considerations-and-content-of-premarket-submissions/,,,,,,,,default,USA,"Food and Drug Administration",20230927,"Medical Device",Regulatory,https://www.fda.gov/media/119933/download,publish,1,sagefrog,jillf@sagefrog.com,,,cybersecurity-in-medical-devices-quality-system-considerations-and-content-of-premarket-submissions,,default,0,0,0,open,open,"2024-06-27 16:11:53"
2701,"Using Four-Part Harmony in Quality-Related Assessment Communications",,,"2024-06-27 16:11:53",regulatory,https://clinch.loc/regulatory/using-four-part-harmony-in-quality-related-assessment-communications/,,,,,,,,default,USA,"Food and Drug Administration",20230922,Drug,Regulatory,https://www.fda.gov/media/171613/download?attachment,publish,1,sagefrog,jillf@sagefrog.com,,,using-four-part-harmony-in-quality-related-assessment-communications,,default,0,0,0,open,open,"2024-06-27 16:11:53"
